token,wavelet,ratio,cosine,snr_db,drift,neighbor_preservation,neighbor_drift
man,sym4,0.50,0.9732,12.768,0.2327,0.000,0.0268
city,sym4,0.10,0.9998,34.124,0.0192,0.000,0.0002
city,sym4,0.20,0.9985,25.154,0.0540,0.000,0.0015
city,sym4,0.30,0.9946,19.651,0.1018,0.000,0.0054
city,sym4,0.40,0.9864,15.699,0.1604,0.000,0.0136
city,sym4,0.50,0.9713,12.476,0.2325,0.000,0.0287
read,sym4,0.10,0.9999,36.035,0.0188,0.000,0.0001
read,sym4,0.20,0.9988,26.218,0.0584,0.000,0.0012
read,sym4,0.30,0.9957,20.708,0.1100,0.000,0.0043
read,sym4,0.40,0.9882,16.308,0.1826,0.000,0.0118
read,sym4,0.50,0.9757,13.188,0.2616,0.000,0.0243
the,sym4,0.10,0.9999,35.823,0.0133,0.000,0.0001
the,sym4,0.20,0.9987,25.833,0.0420,0.000,0.0013
the,sym4,0.30,0.9953,20.237,0.0800,0.000,0.0047
the,sym4,0.40,0.9883,16.319,0.1255,0.000,0.0117
the,sym4,0.50,0.9763,13.301,0.1777,0.000,0.0237
it,sym4,0.10,0.9998,33.688,0.0188,0.000,0.0002
it,sym4,0.20,0.9984,25.048,0.0507,0.000,0.0016
it,sym4,0.30,0.9945,19.612,0.0949,0.000,0.0055
it,sym4,0.40,0.9862,15.619,0.1502,0.000,0.0138
it,sym4,0.50,0.9737,12.855,0.2065,0.000,0.0263
king,sym4,0.10,0.9998,34.392,0.0191,0.000,0.0002
king,sym4,0.20,0.9980,24.002,0.0633,0.000,0.0020
king,sym4,0.30,0.9939,19.128,0.1110,0.000,0.0061
king,sym4,0.40,0.9861,15.596,0.1667,0.000,0.0139
king,sym4,0.50,0.9721,12.588,0.2356,0.000,0.0279
ugly,sym4,0.10,0.9999,35.323,0.0208,0.000,0.0001
ugly,sym4,0.20,0.9987,25.727,0.0629,0.000,0.0013
ugly,sym4,0.30,0.9957,20.642,0.1129,0.000,0.0043
ugly,sym4,0.40,0.9888,16.509,0.1818,0.000,0.0112
ugly,sym4,0.50,0.9765,13.338,0.2618,0.000,0.0235
computer,sym4,0.10,0.9998,33.525,0.0223,0.000,0.0002
computer,sym4,0.20,0.9981,24.244,0.0650,0.000,0.0019
computer,sym4,0.30,0.9935,18.862,0.1209,0.000,0.0065
computer,sym4,0.40,0.9852,15.317,0.1818,0.000,0.0148
computer,sym4,0.50,0.9697,12.243,0.2590,0.000,0.0303
apple,sym4,0.10,0.9998,33.823,0.0257,0.000,0.0002
apple,sym4,0.20,0.9984,24.967,0.0711,0.000,0.0016
apple,sym4,0.30,0.9946,19.663,0.1310,0.000,0.0054
apple,sym4,0.40,0.9871,15.901,0.2020,0.000,0.0129
apple,sym4,0.50,0.9726,12.665,0.2931,0.000,0.0274
language,sym4,0.10,0.9998,33.943,0.0223,0.000,0.0002
language,sym4,0.20,0.9981,24.270,0.0679,0.000,0.0019
language,sym4,0.30,0.9940,19.232,0.1212,0.000,0.0060
language,sym4,0.40,0.9855,15.395,0.1885,0.000,0.0145
language,sym4,0.50,0.9710,12.428,0.2653,0.053,0.0290
orange,sym4,0.10,0.9998,33.841,0.0239,0.000,0.0002
orange,sym4,0.20,0.9983,24.742,0.0681,0.000,0.0017
orange,sym4,0.30,0.9936,18.963,0.1324,0.000,0.0064
orange,sym4,0.40,0.9848,15.209,0.2040,0.000,0.0152
orange,sym4,0.50,0.9714,12.484,0.2792,0.000,0.0286
for,sym4,0.10,0.9999,35.985,0.0140,0.000,0.0001
for,sym4,0.20,0.9987,25.798,0.0452,0.000,0.0013
for,sym4,0.30,0.9951,20.077,0.0873,0.000,0.0049
for,sym4,0.40,0.9872,15.939,0.1405,0.000,0.0128
for,sym4,0.50,0.9733,12.779,0.2022,0.000,0.0267
write,sym4,0.10,0.9998,33.570,0.0241,0.053,0.0002
write,sym4,0.20,0.9981,24.173,0.0712,0.053,0.0019
write,sym4,0.30,0.9932,18.680,0.1340,0.053,0.0068
write,sym4,0.40,0.9843,15.077,0.2028,0.053,0.0157
write,sym4,0.50,0.9691,12.153,0.2840,0.053,0.0309
woman,sym4,0.10,0.9998,35.172,0.0169,0.000,0.0002
woman,sym4,0.20,0.9986,25.596,0.0508,0.000,0.0014
woman,sym4,0.30,0.9953,20.261,0.0938,0.000,0.0047
woman,sym4,0.40,0.9872,15.943,0.1543,0.000,0.0128
woman,sym4,0.50,0.9725,12.660,0.2251,0.000,0.0275
tall,sym4,0.10,0.9997,32.906,0.0257,0.000,0.0003
tall,sym4,0.20,0.9979,23.841,0.0730,0.000,0.0021
tall,sym4,0.30,0.9932,18.651,0.1326,0.000,0.0068
tall,sym4,0.40,0.9844,15.083,0.2000,0.000,0.0156
tall,sym4,0.50,0.9696,12.223,0.2780,0.000,0.0304
