token,wavelet,ratio,cosine,snr_db,drift,neighbor_preservation,neighbor_drift
sad,coif2,0.50,0.9770,13.425,0.2570,0.000,0.0230
",",coif2,0.10,0.9998,34.667,0.0156,0.000,0.0002
",",coif2,0.20,0.9985,25.152,0.0466,0.000,0.0015
",",coif2,0.30,0.9948,19.822,0.0861,0.000,0.0052
",",coif2,0.40,0.9872,15.959,0.1343,0.000,0.0128
",",coif2,0.50,0.9744,12.957,0.1897,0.000,0.0256
100,coif2,0.10,0.9998,34.026,0.0225,0.053,0.0002
100,coif2,0.20,0.9987,26.008,0.0565,0.053,0.0013
100,coif2,0.30,0.9959,20.819,0.1028,0.053,0.0041
100,coif2,0.40,0.9890,16.614,0.1668,0.053,0.0110
100,coif2,0.50,0.9774,13.493,0.2389,0.053,0.0226
thousand,coif2,0.10,0.9997,31.974,0.0303,0.000,0.0003
thousand,coif2,0.20,0.9979,23.867,0.0770,0.000,0.0021
thousand,coif2,0.30,0.9933,18.768,0.1386,0.000,0.0067
thousand,coif2,0.40,0.9837,14.912,0.2160,0.000,0.0163
thousand,coif2,0.50,0.9695,12.215,0.2946,0.000,0.0305
man,coif2,0.10,0.9998,34.471,0.0191,0.000,0.0002
man,coif2,0.20,0.9987,25.808,0.0519,0.000,0.0013
man,coif2,0.30,0.9945,19.568,0.1064,0.000,0.0055
man,coif2,0.40,0.9860,15.554,0.1689,0.000,0.0140
man,coif2,0.50,0.9719,12.566,0.2382,0.000,0.0281
city,coif2,0.10,0.9998,33.268,0.0212,0.000,0.0002
city,coif2,0.20,0.9983,24.703,0.0569,0.000,0.0017
city,coif2,0.30,0.9939,19.123,0.1082,0.000,0.0061
city,coif2,0.40,0.9855,15.406,0.1660,0.000,0.0145
city,coif2,0.50,0.9714,12.489,0.2322,0.000,0.0286
read,coif2,0.10,0.9998,34.371,0.0228,0.000,0.0002
read,coif2,0.20,0.9987,25.805,0.0612,0.000,0.0013
read,coif2,0.30,0.9954,20.391,0.1141,0.000,0.0046
read,coif2,0.40,0.9882,16.304,0.1827,0.000,0.0118
read,coif2,0.50,0.9757,13.189,0.2615,0.000,0.0243
the,coif2,0.10,0.9999,35.693,0.0135,0.000,0.0001
the,coif2,0.20,0.9990,26.834,0.0374,0.000,0.0010
the,coif2,0.30,0.9957,20.695,0.0758,0.000,0.0043
the,coif2,0.40,0.9890,16.611,0.1214,0.000,0.0110
the,coif2,0.50,0.9772,13.454,0.1746,0.000,0.0228
it,coif2,0.10,0.9998,33.300,0.0196,0.000,0.0002
it,coif2,0.20,0.9984,24.984,0.0511,0.000,0.0016
it,coif2,0.30,0.9946,19.655,0.0944,0.000,0.0054
it,coif2,0.40,0.9867,15.783,0.1474,0.000,0.0133
it,coif2,0.50,0.9725,12.659,0.2112,0.000,0.0275
king,coif2,0.10,0.9998,33.177,0.0220,0.000,0.0002
king,coif2,0.20,0.9982,24.337,0.0609,0.000,0.0018
king,coif2,0.30,0.9930,18.526,0.1189,0.000,0.0070
king,coif2,0.40,0.9838,14.941,0.1797,0.000,0.0162
king,coif2,0.50,0.9684,12.066,0.2502,0.000,0.0316
ugly,coif2,0.10,0.9998,34.564,0.0227,0.000,0.0002
ugly,coif2,0.20,0.9983,24.571,0.0718,0.000,0.0017
ugly,coif2,0.30,0.9943,19.438,0.1297,0.000,0.0057
ugly,coif2,0.40,0.9867,15.794,0.1973,0.053,0.0133
ugly,coif2,0.50,0.9732,12.770,0.2796,0.053,0.0268
computer,coif2,0.10,0.9998,34.089,0.0209,0.000,0.0002
computer,coif2,0.20,0.9983,24.788,0.0611,0.000,0.0017
computer,coif2,0.30,0.9943,19.474,0.1126,0.000,0.0057
computer,coif2,0.40,0.9846,15.154,0.1852,0.000,0.0154
computer,coif2,0.50,0.9687,12.109,0.2630,0.000,0.0313
apple,coif2,0.10,0.9998,33.457,0.0268,0.000,0.0002
apple,coif2,0.20,0.9983,24.809,0.0724,0.000,0.0017
apple,coif2,0.30,0.9946,19.700,0.1304,0.000,0.0054
apple,coif2,0.40,0.9864,15.682,0.2071,0.000,0.0136
apple,coif2,0.50,0.9733,12.781,0.2892,0.000,0.0267
language,coif2,0.10,0.9997,32.190,0.0273,0.000,0.0003
language,coif2,0.20,0.9980,24.093,0.0692,0.000,0.0020
language,coif2,0.30,0.9941,19.258,0.1208,0.000,0.0059
language,coif2,0.40,0.9854,15.386,0.1887,0.000,0.0146
language,coif2,0.50,0.9713,12.477,0.2638,0.053,0.0287
orange,coif2,0.10,0.9998,33.038,0.0262,0.000,0.0002
orange,coif2,0.20,0.9982,24.494,0.0701,0.000,0.0018
orange,coif2,0.30,0.9942,19.365,0.1264,0.000,0.0058
orange,coif2,0.40,0.9871,15.923,0.1879,0.000,0.0129
orange,coif2,0.50,0.9735,12.815,0.2688,0.000,0.0265
for,coif2,0.10,0.9997,31.891,0.0224,0.000,0.0003
for,coif2,0.20,0.9980,23.912,0.0561,0.000,0.0020
for,coif2,0.30,0.9940,19.190,0.0967,0.000,0.0060
for,coif2,0.40,0.9856,15.426,0.1491,0.000,0.0144
for,coif2,0.50,0.9702,12.311,0.2134,0.000,0.0298
write,coif2,0.10,0.9997,32.431,0.0275,0.053,0.0003
write,coif2,0.20,0.9981,24.225,0.0708,0.053,0.0019
write,coif2,0.30,0.9939,19.166,0.1267,0.053,0.0061
write,coif2,0.40,0.9851,15.290,0.1979,0.053,0.0149
write,coif2,0.50,0.9707,12.384,0.2766,0.053,0.0293
woman,coif2,0.10,0.9999,35.657,0.0159,0.000,0.0001
woman,coif2,0.20,0.9988,26.236,0.0472,0.000,0.0012
woman,coif2,0.30,0.9952,20.189,0.0946,0.000,0.0048
woman,coif2,0.40,0.9878,16.162,0.1504,0.000,0.0122
woman,coif2,0.50,0.9732,12.774,0.2222,0.000,0.0268
tall,coif2,0.10,0.9997,32.362,0.0274,0.000,0.0003
tall,coif2,0.20,0.9983,24.627,0.0666,0.000,0.0017
tall,coif2,0.30,0.9950,19.977,0.1138,0.000,0.0050
tall,coif2,0.40,0.9871,15.906,0.1819,0.000,0.0129
tall,coif2,0.50,0.9738,12.863,0.2582,0.000,0.0262
