token,index,energy,entropy,info_score
##tad,17713,3.9675,9.4263,15.1095
##itung,28813,3.9019,9.5032,15.1066
197,19975,4.2814,9.0752,15.1029
##yme,25219,3.9230,9.4677,15.0906
##jhl,29001,3.8972,9.4901,15.0765
##kker,23793,3.9713,9.3999,15.0745
##ight,18743,3.8977,9.4869,15.0725
##otype,26305,3.8803,9.4970,15.0547
##ettes,26592,3.8972,9.4738,15.0507
##pose,20688,3.8485,9.5185,15.0266
##rcle,21769,3.8420,9.5143,15.0071
##weiler,22384,3.8491,9.5016,15.0012
##spar,27694,3.8424,9.5047,14.9929
##hil,19466,3.8763,9.4612,14.9903
##ude,12672,3.8941,9.4369,14.9861
##ctuated,25638,3.8335,9.5112,14.9856
boca,22765,3.8873,9.4417,14.9806
##uis,27020,3.8558,9.4773,14.9758
##liga,14715,3.8272,9.5089,14.9696
##kat,24498,3.8759,9.4427,14.9600
##bies,20536,3.8581,9.4608,14.9542
##iji,27821,3.8835,9.4278,14.9512
##ined,21280,3.8210,9.4934,14.9329
florian,29517,3.9415,9.3408,14.9235
##nl,20554,3.8649,9.4313,14.9207
##thed,23816,3.7655,9.5554,14.9197
##lund,18028,3.8554,9.4320,14.9033
volta,26089,3.8117,9.4831,14.8984
##west,19650,3.8491,9.4327,14.8923
##basket,25351,3.7857,9.5116,14.8916
##gard,13444,3.7921,9.4932,14.8755
##uts,16446,3.8178,9.4606,14.8751
tung,27079,3.7960,9.4749,14.8547
##ounded,26240,3.7651,9.5071,14.8436
##itaire,29422,3.7671,9.5032,14.8415
##pes,10374,3.8006,9.4597,14.8398
##lford,23211,3.8275,9.4155,14.8232
donetsk,29151,3.7966,9.4529,14.8213
##uded,13936,3.7210,9.5493,14.8207
##bis,18477,3.8153,9.4264,14.8165
##force,14821,3.7431,9.5131,14.8089
turing,28639,3.7458,9.5087,14.8076
##dhar,25632,3.7799,9.4595,14.7987
##nosis,27109,3.7323,9.5197,14.7975
##ے,29846,3.7460,9.5000,14.7943
##rien,23144,3.7408,9.4976,14.7803
bosch,25936,3.7735,9.4501,14.7713
##vio,25500,3.7854,9.4331,14.7681
##rocity,21735,3.7230,9.4996,14.7476
##ctor,16761,3.7171,9.4970,14.7317
##nish,24014,3.7116,9.5035,14.7307
##aire,14737,3.7378,9.4633,14.7210
##pressive,27484,3.6837,9.5176,14.6960
##dic,14808,3.6991,9.4967,14.6950
##glers,25555,3.6911,9.5048,14.6912
##forth,15628,3.6866,9.5101,14.6904
antilles,27695,3.7018,9.4864,14.6845
brigham,22727,3.6722,9.5196,14.6756
