token,index,energy,entropy,info_score
##mura,16069,5.4657,9.4428,17.6250
##ucible,21104,5.4628,9.4442,17.6235
##iano,15668,5.4561,9.4483,17.6214
##upt,29441,5.4102,9.4662,17.5872
##liga,14715,5.3775,9.4719,17.5493
##cter,21162,5.3668,9.4760,17.5411
##aire,14737,5.3801,9.4631,17.5368
kern,22762,5.4380,9.4043,17.5129
##ude,12672,5.3702,9.4557,17.5085
magdalena,23984,5.4971,9.3552,17.5068
##nto,13663,5.3614,9.4573,17.4984
##ioned,19798,5.3398,9.4702,17.4900
##see,19763,5.3140,9.4901,17.4880
##ratic,23671,5.3847,9.4330,17.4879
##sd,16150,5.3506,9.4602,17.4877
##inian,15830,5.3794,9.4358,17.4852
##ined,21280,5.3082,9.4915,17.4820
##combe,14149,5.3808,9.4276,17.4721
verve,29230,5.4222,9.3942,17.4708
##mail,21397,5.3803,9.4271,17.4704
aix,28443,5.3669,9.4363,17.4677
fabian,21174,5.3782,9.4181,17.4506
##uis,27020,5.3474,9.4410,17.4475
##dication,25027,5.3154,9.4666,17.4468
##isms,22556,5.3530,9.4323,17.4396
