token,index,energy,entropy,info_score
gael,28151,3.9703,9.4684,15.1823
##bilis,27965,3.9372,9.4948,15.1612
##ffe,16020,3.9481,9.4792,15.1572
##chenko,25872,3.9541,9.4715,15.1564
##itung,28813,3.9019,9.5330,15.1539
##kor,21815,3.9691,9.4451,15.1427
##bourg,20431,3.9344,9.4823,15.1360
##lent,16136,3.9297,9.4861,15.1330
##sdale,15145,3.9462,9.4659,15.1323
##tad,17713,3.9675,9.4385,15.1292
##uw,25974,3.9641,9.4348,15.1168
##yme,25219,3.9230,9.4719,15.0974
##jhl,29001,3.8972,9.4931,15.0812
##pose,20688,3.8485,9.5476,15.0724
##otype,26305,3.8803,9.5059,15.0687
##kker,23793,3.9713,9.3961,15.0684
##ight,18743,3.8977,9.4802,15.0617
197,19975,4.2814,9.0504,15.0616
##ettes,26592,3.8972,9.4580,15.0256
##kat,24498,3.8759,9.4821,15.0224
##rcle,21769,3.8420,9.5212,15.0179
##uis,27020,3.8558,9.5027,15.0159
##spar,27694,3.8424,9.5188,15.0150
##bies,20536,3.8581,9.4923,15.0041
##ined,21280,3.8210,9.5372,15.0019
##weiler,22384,3.8491,9.4966,14.9933
##liga,14715,3.8272,9.5221,14.9904
##hil,19466,3.8763,9.4555,14.9813
##ctuated,25638,3.8335,9.4980,14.9647
##iji,27821,3.8835,9.4356,14.9635
##ude,12672,3.8941,9.4160,14.9530
boca,22765,3.8873,9.4127,14.9346
##nl,20554,3.8649,9.4398,14.9342
##thed,23816,3.7655,9.5483,14.9087
volta,26089,3.8117,9.4879,14.9059
##lund,18028,3.8554,9.4300,14.9002
##west,19650,3.8491,9.4373,14.8996
##gard,13444,3.7921,9.5030,14.8909
florian,29517,3.9415,9.3129,14.8790
##basket,25351,3.7857,9.5015,14.8758
##uts,16446,3.8178,9.4608,14.8755
##pes,10374,3.8006,9.4732,14.8610
##bis,18477,3.8153,9.4452,14.8459
turing,28639,3.7458,9.5323,14.8443
##uded,13936,3.7210,9.5626,14.8414
tung,27079,3.7960,9.4663,14.8411
##ounded,26240,3.7651,9.5009,14.8341
donetsk,29151,3.7966,9.4582,14.8296
##itaire,29422,3.7671,9.4955,14.8295
##lford,23211,3.8275,9.4150,14.8224
##nosis,27109,3.7323,9.5353,14.8218
##dhar,25632,3.7799,9.4698,14.8148
##force,14821,3.7431,9.5160,14.8134
##vio,25500,3.7854,9.4433,14.7841
##rien,23144,3.7408,9.4996,14.7833
bosch,25936,3.7735,9.4539,14.7772
##ے,29846,3.7460,9.4854,14.7716
##aire,14737,3.7378,9.4863,14.7567
##rocity,21735,3.7230,9.5018,14.7511
##ctor,16761,3.7171,9.4980,14.7332
##nish,24014,3.7116,9.4945,14.7167
##pressive,27484,3.6837,9.5238,14.7056
##forth,15628,3.6866,9.5167,14.7004
##dic,14808,3.6991,9.4870,14.6800
##glers,25555,3.6911,9.4957,14.6771
##rned,21119,3.6877,9.4992,14.6756
##ante,12956,3.6894,9.4962,14.6745
