token,wavelet,ratio,cosine,snr_db,drift,neighbor_preservation,neighbor_drift
orange,coif2,0.30,0.9953,20.278,0.1296,0.000,0.0047
orange,coif2,0.40,0.9888,16.540,0.1993,0.000,0.0112
orange,coif2,0.50,0.9785,13.705,0.2762,0.000,0.0215
for,coif2,0.10,0.9998,34.608,0.0182,0.000,0.0002
for,coif2,0.20,0.9988,26.189,0.0480,0.000,0.0012
for,coif2,0.30,0.9960,20.937,0.0878,0.000,0.0040
for,coif2,0.40,0.9903,17.125,0.1362,0.000,0.0097
for,coif2,0.50,0.9803,14.084,0.1933,0.000,0.0197
write,coif2,0.10,0.9998,35.052,0.0229,0.053,0.0002
write,coif2,0.20,0.9988,26.114,0.0641,0.053,0.0012
write,coif2,0.30,0.9960,21.020,0.1152,0.053,0.0040
write,coif2,0.40,0.9896,16.831,0.1866,0.053,0.0104
write,coif2,0.50,0.9782,13.651,0.2691,0.053,0.0218
woman,coif2,0.10,0.9999,35.702,0.0179,0.000,0.0001
woman,coif2,0.20,0.9988,26.220,0.0533,0.000,0.0012
woman,coif2,0.30,0.9952,20.191,0.1066,0.000,0.0048
woman,coif2,0.40,0.9882,16.299,0.1669,0.000,0.0118
woman,coif2,0.50,0.9746,13.001,0.2440,0.000,0.0254
tall,coif2,0.10,0.9999,37.154,0.0185,0.000,0.0001
tall,coif2,0.20,0.9991,27.564,0.0557,0.000,0.0009
tall,coif2,0.30,0.9964,21.396,0.1132,0.000,0.0036
tall,coif2,0.40,0.9904,17.206,0.1834,0.000,0.0096
tall,coif2,0.50,0.9787,13.748,0.2731,0.000,0.0213
